Item no,Brand no,Item type,Gender,Size,Price,Availability,Suggestion Priority,Suggestion Category,Checked
10142469,MANGO,MANGO Women Off-White Self Design Open Knit Pullover Sweater,Women,,5458.08,,1,,No
10145427,Jewels Galaxy,Jewels Galaxy White Antique Gold-Plated Beaded Textured Contemporary Drop Earrings,Women,,1882.4399999999998,,1,,No
10136965,Mast & Harbour,Mast & Harbour Women Navy Blue & White Printed Hooded Sweatshirt,Women,,1988.6799999999998,,1,,No
1014075,Annabelle by Pantaloons,Annabelle by Pantaloons Cream-Coloured Top,Women,,2984.68,,1,,No
10138951,Indian Terrain,Indian Terrain Boys Navy Blue Regular Fit Printed Casual Shirt,Boys,,2088.2799999999997,,1,,No
10136095,Indian Terrain,Indian Terrain Boys Blue Regular Fit Checked Chinos,Boys,,2088.2799999999997,,1,,No
10138367,Indian Terrain,Indian Terrain Boys Turquoise & Navy Blue Regular Fit Checked Casual Shirt,Boys,,2387.08,,1,,No
10145433,Jewels Galaxy,Jewels Galaxy Rose Gold-Plated Beaded Floral Drop Earrings,Women,,2988.0,,1,,No
10138857,Indian Terrain,Indian Terrain Boys Cream-Coloured Regular Fit Checked Casual Shirt,Boys,,1938.8799999999999,,1,,No
10137727,Pipa Bella,Pipa Bella Gold-Plated Olinda Minimal Finger Ring,Women,,1583.6399999999999,,1,,No
10136405,Indian Terrain,Indian Terrain Boys Olive Green Regular Fit Solid Regular Trousers,Boys,,1789.48,,1,,No
10136131,Indian Terrain,Indian Terrain Boys Blue Printed Sweatshirt,Boys,,1938.8799999999999,,1,,No
10136043,Indian Terrain,Indian Terrain Boys Blue Regular Fit Solid Chinos,Boys,,2237.68,,1,,No
10136767,Mast & Harbour,Mast & Harbour Women Grey Floral Embroidered Sweatshirt,Women,,1988.6799999999998,,1,,No
10137043,Puma,Puma Men Navy Blue Persist XT Knit Training Shoes,Men,,9956.68,,1,,No
10144983,GAP,GAP Boys Logo Sweatshirt,Boys,,6636.679999999999,,1,,No
10146575,Mufti,Mufti Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Men,,5806.679999999999,,1,,No
10152201,Indian Terrain,Indian Terrain Men Green Slim Fit Solid Knitted Smart Casual Shirt,Men,,3582.2799999999997,,1,,No
10141875,DOROTHY PERKINS,DOROTHY PERKINS Women Black Wrap Top,Women,,8266.8,,1,,No
10145333,GAP,GAP Boys Graphic Short Sleeve T-shirt,Boys,,2320.68,,1,,No
10138645,Indian Terrain,Indian Terrain Boys Maroon Regular Fit Solid Casual Shirt,Boys,,1341.28,,1,,No
10139039,OOMPH,OOMPH Gold-Toned Heart Shaped Drop Earrings,Women,,1384.4399999999998,,1,,No
10144429,Roadster,Roadster Women Black Solid Round Neck T-shirt,Women,,810.0799999999999,,1,,No
10148681,Indian Terrain,Indian Terrain Men Olive Green Brooklyn Slim Fit Solid Smart Casual Chinos,Men,,4644.679999999999,,1,,No
10146897,Indian Terrain,Indian Terrain Men Navy Blue Kruger Fit Mid-Rise Clean Look Stretchable Jeans,Men,,3432.8799999999997,,1,,No
10136289,Indian Terrain,Indian Terrain Boys Navy Blue Regular Fit Solid Corduroy Trousers,Boys,,2387.08,,1,,No
10144511,Mochi,Mochi Women Grey Solid Heels,Women,,4960.08,,1,,No
10136169,Indian Terrain,Indian Terrain Boys Brown Regular Fit Solid Trousers,Boys,,2387.08,,1,,No
10136667,Mast & Harbour,Mast & Harbour Women Yellow Embroidered Detail Sweatshirt,Women,,4312.679999999999,,1,,No
10147449,Indian Terrain,Indian Terrain Men Green Solid Polo Collar T-shirt,Men,,2237.68,,1,,No
10148243,Indian Terrain,Indian Terrain Men Navy Blue & Brown Striped Polo Collar T-shirt,Men,,2835.2799999999997,,1,,No
10147275,Indian Terrain,Indian Terrain Men Coral Orange Printed Round Neck T-shirt,Men,,1567.04,,1,,No
10145327,GAP,GAP Girl Graphic Long Sleeve T-Shirt,Girls,,6636.679999999999,,1,,No
1014798,Freehand,Freehand Black Printed Corduroy Casual Shirt,Men,,3134.08,,1,,No
10144985,GAP,GAP Boys Graphic Crew Sweatshirt,Boys,,2486.68,,1,,No
10146651,SG YUVRAJ,SG YUVRAJ Boys Khaki & White Solid Kurta with Trousers,Boys,,4379.08,,1,,No
10137271,Puma,Puma Unisex Grey Escaper Core Running Shoes,Unisex,,9873.68,,1,,No
10138615,Indian Terrain,Indian Terrain Boys Blue Regular Fit Printed Casual Chambray Shirt,Boys,,2088.2799999999997,,1,,No
10149225,Indian Terrain,Indian Terrain Men Blue Brooklyn Slim Fit Checked Regular Trousers,Men,,5574.28,,1,,No
10145395,Jewels Galaxy,Jewels Galaxy Silver-Toned Gold-Plated Beaded Textured Contemporary Drop Earrings,Women,,2091.6,,1,,No
10146855,Indian Terrain,Indian Terrain Men Light Grey Skinny Fit Mid-Rise Clean Look Jeans,Men,,4146.679999999999,,1,,No
10140047,ROMEE,ROMEE Beige & Brown Floral 144 TC Cotton 1 Queen Bedsheet with 2 Pillow Covers,Unisex,,2320.68,,1,,No
10142491,MANGO,MANGO Women Olive Green & White Regular Fit Printed Casual Shirt,Women,,5942.799999999999,,1,,No
10147485,Indian Terrain,Indian Terrain Men Blue Printed Round Neck T-shirt,Men,,1490.6799999999998,,1,,No
10140435,7Rainbow,7Rainbow Beige & Blue Checked Saree,Women,,1948.84,,1,,No
10138579,Indian Terrain,Indian Terrain Boys Orange & Blue Regular Fit Checked Casual Shirt,Boys,,1789.48,,1,,No
10148441,Indian Terrain,Indian Terrain Men Beige Brooklyn Slim Fit Self Design Smart Casual Chinos,Men,,4030.48,,1,,No
10145829,Duke,Duke Men Blue Printed Mandarin Collar T-shirt,Men,,1660.0,,1,,No
10138639,Indian Terrain,Indian Terrain Boys Blue & Grey Regular Fit Checked Casual Shirt,Boys,,2088.2799999999997,,1,,No
10146723,Indian Terrain,Indian Terrain Men Navy Blue Slim Fit Mid-Rise Clean Look Jeans,Men,,4030.48,,1,,No
10146515,KLEIO,KLEIO Women Yellow Solid Sling Bag,Women,,3808.04,,1,,No
10140415,7Rainbow,7Rainbow Yellow & Orange Checked Saree,Women,,1948.84,,1,,No
10137189,Puma,Puma Men Navy Blue Enzo Geo Running Shoes,Men,,9126.68,,1,,No
10147107,Indian Terrain,Indian Terrain Men White Printed Round Neck T-shirt,Men,,1490.6799999999998,,1,,No
10151469,Indian Terrain,Indian Terrain Men Blue Slim Fit Solid Oxford Smart Casual Shirt,Men,,2984.68,,1,,No
10148413,Indian Terrain,Indian Terrain Men Olive Green Kansas Regular Fit Solid Chinos,Men,,2984.68,,1,,No
10139539,Jewels Galaxy,Jewels Galaxy Women Silver-Toned Gold-Plated Stone-Studded Jewellery Set,Women,,14110.0,,1,,No
10151459,Indian Terrain,Indian Terrain Men Mustard Yellow Slim Fit Corduroy Solid Smart Casual Shirt,Men,,3731.68,,1,,No
10143931,Chkokko,Chkokko Men Olive Green Solid Round Neck Training T-shirt,Men,,1557.08,,1,,No
10147999,Indian Terrain,Indian Terrain Men Rust Printed Polo Collar T-shirt,Men,,2254.2799999999997,,1,,No
10140025,Knotyy,Knotyy Men Black Pack of 2 Self Design Beanie,Men,,1988.6799999999998,,1,,No
10138933,Indian Terrain,Indian Terrain Boys Blue Regular Fit Solid Casual Shirt,Boys,,1341.28,,1,,No
10137151,Puma,Puma Women Black Basket Heart Reinvent Sneakers,Women,,11616.68,,1,,No
10136429,Indian Terrain,Indian Terrain Boys Navy Blue Regular Fit Solid Trousers,Boys,,2237.68,,1,,No
1014684,Yellow Jeans,Yellow Jeans Navy Liquid Fit Casual Shirt,Men,,4312.679999999999,,1,,No
10150641,Indian Terrain,Indian Terrain Men Black Brooklyn Slim Fit Solid Regular Trousers,Men,,5839.88,,1,,No
10147191,Indian Terrain,Indian Terrain Men Olive Green Printed Round Neck T-shirt,Men,,1490.6799999999998,,1,,No
10137045,Puma,Puma Unisex Navy Blue & White Court Point Vulc v2 Colourblocked Sneakers,Unisex,,7549.679999999999,,1,,No
10148199,Indian Terrain,Indian Terrain Men Red Solid Polo Collar T-shirt,Men,,2387.08,,1,,No
10145885,Tokyo Talkies,Tokyo Talkies Women Mustard & Black Shirt Dress,Women,,2984.68,,1,,No
10136105,Indian Terrain,Indian Terrain Boys Black Printed Sweatshirt,Boys,,1490.6799999999998,,1,,No
10148345,Indian Terrain,Indian Terrain Men Black Urban Comfort Fit Solid Regular Trousers,Men,,6105.48,,1,,No
10144865,Shoetopia,Shoetopia Women Black Solid Wedges,Women,,1988.6799999999998,,1,,No
10137319,Puma,Puma Men Navy Blue Flyer Runner Engineer Running Shoes,Men,,9707.68,,1,,No
10138745,Indian Terrain,Indian Terrain Boys Yellow Regular Fit Printed Casual Shirt,Boys,,1567.04,,1,,No
10138453,Indian Terrain,Indian Terrain Boys Red & Navy Blue Regular Fit Checked Casual Shirt,Boys,,2237.68,,1,,No
10138055,Libas,Libas Women Mustard Yellow Printed Straight Kurta,Women,,1859.1999999999998,,1,,No
10148921,Indian Terrain,Indian Terrain Men Olive Green Urban Comfort Fit Self-Design Smart Casual Trousers,Men,,3283.48,,1,,No
10137167,Puma,Puma Men Grey Trenzo II IDP Running Shoes,Men,,6968.679999999999,,1,,No
10136129,Indian Terrain,Indian Terrain Boys Blue & Grey Regular Fit Checked Trousers,Boys,,2237.68,,1,,No
10136037,Indian Terrain,Indian Terrain Boys Black Regular Fit Solid Formal Trousers,Boys,,1789.48,,1,,No
1013659,Metro,Metro Women Brown Wedges,Women,,2805.4,,1,,No
10147925,Indian Terrain,Indian Terrain Men Navy Blue & Brown Striped Polo Collar T-shirt,Men,,2785.48,,1,,No
10144367,Roadster,Roadster Women Navy Blue Striped Mandarin Collar T-shirt,Women,,2320.68,,1,,No
10145065,GAP,GAP Baby Boy's Plaid Long Sleeve Bodysuit,Boys,,2486.68,,1,,No
10137103,Puma,Puma Unisex Black Future Runner Sneakers,Unisex,,11865.68,,1,,No
10136121,Indian Terrain,Indian Terrain Boys Brown Regular Fit Solid Corduroy Trousers,Boys,,2387.08,,1,,No
10146517,KLEIO,KLEIO Women Black Solid Sling Bag,Women,,2227.72,,1,,No
10137541,Franco Leone,Franco Leone Men Black Leather Formal Derbys,Men,,5707.08,,1,,No
10148433,Indian Terrain,Indian Terrain Men Grey Brooklyn Slim Fit Self Design Regular Trousers,Men,,6105.48,,1,,No
10145353,GAP,GAP Boy Stripe Long Sleeve T-shirt,Boys,,4312.679999999999,,1,,No
10138727,Indian Terrain,Indian Terrain Boys Blue Regular Fit Solid Casual Shirt,Boys,,1341.28,,1,,No
10143649,Calvin Klein Jeans,Calvin Klein Jeans Men Blue & Black Reversible Leather Belt,Men,,16430.68,,1,,No
10137101,Puma,Puma Men Black NRGY Neko Engineer Running Shoes,Men,,12944.679999999998,,1,,No
10147381,Indian Terrain,Indian Terrain Men Brown Self Design Polo Collar T-shirt,Men,,2237.68,,1,,No
10137591,Cherry Crumble,Cherry Crumble Girls Multicoloured Colourblocked Princess Coat,Girls,,6271.48,,1,,No
10149277,Indian Terrain,Indian Terrain Men Beige Urban Comfort Fit Self Design Regular Trousers,Men,,3283.48,,1,,No
10138175,Libas,Libas Women Pink & Golden Printed Kurta with Trousers,Women,,7964.679999999999,,1,,No
10136117,Indian Terrain,Indian Terrain Boys Black Regular Fit Printed Chinos,Boys,,2088.2799999999997,,1,,No
10138597,Indian Terrain,Indian Terrain Boys Blue Regular Fit Striped Casual Shirt,Boys,,1938.8799999999999,,1,,No
10138303,Indian Terrain,Indian Terrain Boys Yellow & Grey Regular Fit Checked Casual Shirt,Boys,,1938.8799999999999,,1,,No
10140019,Knotyy,Knotyy Men Pack of 2 Self Design Beanies,Men,,1988.6799999999998,,1,,No
10137525,FAUSTO,FAUSTO Women Brown Slip-On Sneakers,Women,,2984.68,,1,,No
10138307,Indian Terrain,Indian Terrain Boys Yellow Regular Fit Checked Casual Shirt,Boys,,1938.8799999999999,,1,,No
10140045,ROMEE,ROMEE Grey & Red Floral 144 TC Cotton 1 Queen Bedsheet with 2 Pillow Covers,Unisex,,2320.68,,1,,No
10149231,Indian Terrain,Indian Terrain Men Beige Urban Comfort Fit Self-Design Smart Casual Trousers,Men,,5341.88,,1,,No
10148409,Indian Terrain,Indian Terrain Men Navy Blue & Green Urban Comfort Fit Checked Chinos,Men,,3731.68,,1,,No
10148483,Indian Terrain,Indian Terrain Men Olive Green & Off-White Brooklyn Slim Fit Striped Regular Trousers,Men,,4030.48,,1,,No
10143817,Chkokko,Chkokko Men Teal Blue Solid Polo Collar T-shirt,Men,,2148.04,,1,,No
10151895,Indian Terrain,Indian Terrain Men Olive Green & Black Slim Fit Checked Smart Casual Shirt,Men,,3051.08,,1,,No
10144357,Roadster,Roadster Women Pack of Two Pink & White Colourblocked Round Neck T-shirts,Women,,2320.68,,1,,No
10147127,Indian Terrain,Indian Terrain Men Navy Blue & Maroon Striped Polo Collar T-shirt,Men,,1988.6799999999998,,1,,No
10146505,KLEIO,KLEIO Women Green Solid Sling Bag,Women,,3808.04,,1,,No
10148893,Indian Terrain,Indian Terrain Men Navy Blue Urban Comfort Fit Self Design Regular Trousers,Men,,3283.48,,1,,No
10137983,KazarMax,KazarMax Women Pink & Purple Ombre Dyed Slip-On Sneakers,Women,,3731.68,,1,,No
10138075,Libas,Libas Women Green Solid Straight Kurta,Women,,2387.08,,1,,No
10151409,Indian Terrain,Indian Terrain Men Khaki Slim Fit Solid Smart Casual Shirt,Men,,4744.28,,1,,No
10148115,Indian Terrain,Indian Terrain Men Blue & Red Striped Polo Collar T-shirt,Men,,2237.68,,1,,No
10144051,Chkokko,Chkokko Men Orange Solid Polo Collar T-shirt,Men,,2148.04,,1,,No
10137485,SG YUVRAJ,SG YUVRAJ Boys Yellow Solid Pathani Kurta with Pyjamas,Boys,,2918.2799999999997,,1,,No
10138935,Indian Terrain,Indian Terrain Boys White & Navy Blue Regular Fit Printed Casual Shirt,Boys,,1723.08,,1,,No
10138499,Indian Terrain,Indian Terrain Boys Blue Regular Fit Printed Casual Shirt,Boys,,1191.8799999999999,,1,,No
1014042,Annabelle by Pantaloons,Annabelle by Pantaloons Orange Sheath Dress,Women,,4976.679999999999,,1,,No
10143751,Chkokko,Chkokko Men Charcoal Grey Solid Round Neck T-shirt,Men,,1540.48,,1,,No
10136939,Mast & Harbour,Mast & Harbour Men Orange & Navy Blue Colourblocked Hooded Sweatshirt,Men,,4312.679999999999,,1,,No
10148097,Indian Terrain,Indian Terrain Men Rust Orange Solid Polo Collar T-shirt,Men,,2237.68,,1,,No
10147045,Indian Terrain,Indian Terrain Men Brown Printed Polo Collar T-shirt,Men,,2536.48,,1,,No
10137267,Puma,Puma Men White & Red 19.1 Spikes,Men,,23236.68,,1,,No
10152071,Indian Terrain,Indian Terrain Men Brown & Navy Blue Slim Fit Checked Smart Casual Shirt,Men,,3134.08,,1,,No
10144039,Chkokko,Chkokko Men Navy Blue Solid Polo Collar T-shirt,Men,,2148.04,,1,,No
10149959,Indian Terrain,Indian Terrain Men Light Khaki Brooklyn Slim Fit Self-Checked Regular Trousers,Men,,3582.2799999999997,,1,,No
10144143,Chkokko,Chkokko Men Maroon Solid V-Neck T-shirt,Men,,1540.48,,1,,No
10148957,Indian Terrain,Indian Terrain Men Grey Brooklyn Slim Fit Checked Chinos,Men,,5806.679999999999,,1,,No
10149105,Indian Terrain,Indian Terrain Men Khaki Kruger Skinny Fit Printed Chinos,Men,,3432.8799999999997,,1,,No
10142697,DOROTHY PERKINS,DOROTHY PERKINS Women Silver & Rose-Gold Toned Leather One Toe Flats,Women,,3970.72,,1,,No
10146717,Indian Terrain,Indian Terrain Men Blue Brooklyn Slim Fit Mid-Rise Mildly Distressed Stretchable Jeans,Men,,3432.8799999999997,,1,,No
1013899,Ed Hardy,Ed Hardy Green Hooded Sweatshirt,Men,,5308.679999999999,,1,,No
10137097,Puma,Puma Men Navy Blue Trackracer IDP Running Shoes,Men,,7549.679999999999,,1,,No
10143911,Chkokko,Chkokko Women Navy Blue Solid Round Neck T-shirt,Women,,1540.48,,1,,No
10136551,Indian Terrain,Indian Terrain Boys Blue Regular Fit Mid-Rise Mildly Distressed Jeans,Boys,,2685.8799999999997,,1,,No
1014909,Soludos,Soludos Men Navy Espadrilles,Men,,6606.799999999999,,1,,No
10148719,Indian Terrain,Indian Terrain Men Charcoal Grey Urban Comfort Fit Solid Chinos,Men,,6503.88,,1,,No
10149979,Indian Terrain,Indian Terrain Men Blue Kruger Skinny Fit Self Design Chinos,Men,,3582.2799999999997,,1,,No
10144781,Mast & Harbour,Mast & Harbour Women Red Regular Fit Solid Casual Shirt,Women,,4976.679999999999,,1,,No
10138549,Indian Terrain,Indian Terrain Boys Red Regular Fit Checked Casual Shirt,Boys,,1789.48,,1,,No
10147723,Indian Terrain,Indian Terrain Men Black Solid Polo Collar T-shirt,Men,,2237.68,,1,,No
10147173,Indian Terrain,Indian Terrain Men Yellow Printed Round Neck T-shirt,Men,,1490.6799999999998,,1,,No
10139025,OOMPH,OOMPH Silver-Plated Contemporary Drop Earrings,Women,,1278.2,,1,,No
10143969,Chkokko,Chkokko Men Black Solid Round Neck T-shirt,Men,,1839.28,,1,,No
10145043,GAP,GAP Boys Logo Hoodie Sweatshirt,Boys,,6636.679999999999,,1,,No
10138515,Indian Terrain,Indian Terrain Boys Blue Regular Fit Solid Casual Shirt,Boys,,1855.8799999999999,,1,,No
10148213,Indian Terrain,Indian Terrain Men Blue Solid Polo Collar T-shirt,Men,,2237.68,,1,,No
10149019,Indian Terrain,Indian Terrain Men Charcoal Grey Brooklyn Slim Fit Solid Chinos,Men,,6371.08,,1,,No
10137487,SG YUVRAJ,SG YUVRAJ Boys Yellow Solid Pathani Kurta with Pyjamas,Boys,,2918.2799999999997,,1,,No
10137209,Puma,Puma Men Black NRGY Neko Knit SoftFoam+ Running Shoes,Men,,10786.68,,1,,No
10138451,Indian Terrain,Indian Terrain Boys Green Camouflage Regular Fit Printed Casual Shirt,Boys,,2237.68,,1,,No
10148067,Indian Terrain,Indian Terrain Men Olive Green Self-Striped Polo Collar T-shirt,Men,,2237.68,,1,,No
10145021,GAP,GAP Baby Girls First Favorite Print Flutter Shorty One-Piece,Girls,,6636.679999999999,,1,,No
10147755,Indian Terrain,Indian Terrain Men Grey Melange Solid Round Neck T-shirt,Men,,1938.8799999999999,,1,,No
10138193,Libas,Libas Women Navy Blue Solid Kurta with Palazzos & Dupatta,Women,,7632.679999999999,,1,,No
10137995,KazarMax,KazarMax Women Pink & White Printed Slip-On Sneakers,Women,,3731.68,,1,,No
10136271,Indian Terrain,Indian Terrain Boys Yellow Printed Sweatshirt,Boys,,1938.8799999999999,,1,,No
10139547,Jewels Galaxy,Jewels Galaxy Green & Black Copper-Plated Beaded Multi-Stranded Necklace,Women,,2088.2799999999997,,1,,No
10143887,Chkokko,Chkokko Men White Solid Round Neck T-shirt,Men,,1540.48,,1,,No
10138829,Indian Terrain,Indian Terrain Boys Red & Blue Regular Fit Checked Casual Shirt,Boys,,1938.8799999999999,,1,,No
10146823,Indian Terrain,Indian Terrain Men Blue Brooklyn Slim Fit Low-Rise Clean Look Stretchable Jeans,Men,,3731.68,,1,,No
10147729,Indian Terrain,Indian Terrain Men Brown & Orange Striped Polo Collar T-shirt,Men,,2785.48,,1,,No
10152143,Indian Terrain,Indian Terrain Men White Slim Fit Solid Smart Casual Shirt,Men,,2984.68,,1,,No
10137825,Puma,Puma Unisex Black Rise XT NETFIT 2 Walking Shoes,Unisex,,20912.68,,1,,No
10138561,Indian Terrain,Indian Terrain Boys Yellow & Red Regular Fit Checked Casual Shirt,Boys,,1855.8799999999999,,1,,No
10145413,Jewels Galaxy,Jewels Galaxy Gold-Plated Square Studs,Women,,1660.0,,1,,No
10139019,OOMPH,OOMPH Gold-Toned Circular Studs,Women,,1570.36,,1,,No
10145677,Genius,Genius Kids Blue Mickey Mouse Print 14 inches Small Backpack,Unisex Kids,,2662.64,,1,,No
10144243,Roadster,Roadster Women Mustard Yellow & Teal Blue Colourblocked Round Neck T-shirt,Women,,2320.68,,1,,No
10139533,Jewels Galaxy,Jewels Galaxy Peach-Coloured & Beige Copper-Plated Beaded Jewellery Set,Women,,2778.8399999999997,,1,,No
10151881,Indian Terrain,Indian Terrain Men Mustard Brown Chiseled Regular Fit Solid Smart Casual Shirt,Men,,2984.68,,1,,No
10143543,Calvin Klein Jeans,Calvin Klein Jeans Men Navy Blue Solid Laptop Backpack,Men,,28050.68,,1,,No
10146755,Indian Terrain,Indian Terrain Men Blue Brooklyn Regular Fit Mid-Rise Clean Look Stretchable Jeans,Men,,3731.68,,1,,No
10147815,Indian Terrain,Indian Terrain Men Green & Mustard Yellow Striped Polo Collar T-shirt,Men,,3134.08,,1,,No
10150665,Indian Terrain,Indian Terrain Men Beige Brooklyn Slim Fit Solid Regular Trousers,Men,,4179.88,,1,,No
10151657,Indian Terrain,Indian Terrain Men Red & White Slim Fit Checked Semiformal Shirt,Men,,3134.08,,1,,No
10144991,GAP,GAP Boy's Plaid Long Sleeve Shirt,Boys,,6636.679999999999,,1,,No
10138711,Indian Terrain,Indian Terrain Boys Black Regular Fit Solid Casual Shirt,Boys,,1789.48,,1,,No
10143661,LOCOMOTIVE,LOCOMOTIVE Men Navy Blue Slim Fit Solid Casual Shirt,Men,,1855.8799999999999,,1,,No
10146253,SOLES,SOLES Women Silver-Toned Textured T-Strap Flats,Women,,3240.3199999999997,,1,,No
10144533,HIGHLANDER,HIGHLANDER Men Navy Blue Checked Polo Collar T-shirt,Men,,2320.68,,1,,No
10145451,Jewels Galaxy,Jewels Galaxy Gold-Plated Textured Geometric Drop Earrings,Women,,1988.6799999999998,,1,,No
10144535,HIGHLANDER,HIGHLANDER Men Maroon & Navy Blue Colourblocked Round Neck T-shirt,Men,,2320.68,,1,,No
10139057,Libas,Libas Women Navy Blue & White Solid Kurta with Trousers & Dupatta,Women,,3901.0,,1,,No
10144179,Tresmode,Tresmode Women Gold-Toned Leather Loafers,Women,,18774.6,,1,,No
10136227,Indian Terrain,Indian Terrain Boys Charcoal Grey Regular Fit Solid Trousers,Boys,,2237.68,,1,,No
10147487,Indian Terrain,Indian Terrain Men Navy Blue Solid Polo Collar T-shirt,Men,,2387.08,,1,,No
10151595,Indian Terrain,Indian Terrain Men Red & Navy Blue Chiseled Slim Fit Striped Smart Casual Shirt,Men,,3134.08,,1,,No
10136431,Indian Terrain,Indian Terrain Boys Green Regular Fit Solid Trousers,Boys,,2387.08,,1,,No
10149235,Indian Terrain,Indian Terrain Men Brown & Black Brooklyn Slim Self Design Houndstooth Pattern Trousers,Men,,3582.2799999999997,,1,,No
10136127,Indian Terrain,Indian Terrain Boys Green Printed Pullover Sweater,Boys,,1988.6799999999998,,1,,No
10144973,GAP,GAP Girls Blue Superdenim Flippy Sequin Jeans with Fantastiflex,Girls,,4644.679999999999,,1,,No
10147715,Indian Terrain,Indian Terrain Men Navy Blue & Red Striped Polo Collar T-shirt,Men,,1855.8799999999999,,1,,No
10136251,Indian Terrain,Indian Terrain Boys Blue Printed Sweatshirt,Boys,,1490.6799999999998,,1,,No
10138593,Indian Terrain,Indian Terrain Boys Green Regular Fit Checked Casual Shirt,Boys,,1789.48,,1,,No
10142529,MANGO,MANGO Women Fluorescent Green & Brown Boxy Fit Striped Casual Shirt,Women,,3970.72,,1,,No
10136795,Mast & Harbour,Mast & Harbour Men Orange Solid Hooded Sweatshirt,Men,,1972.08,,1,,No
10144113,Club York,Club York Men White Printed Round Neck T-shirt,Men,,2320.68,,1,,No
10137339,Puma,Puma Unisex Navy Blue  Turin II Training Shoes,Unisex,,7964.679999999999,,1,,No
10144027,Chkokko,Chkokko Men Mustard Yellow Solid Polo Collar T-shirt,Men,,2148.04,,1,,No
10147697,Indian Terrain,Indian Terrain Men Navy Blue Self Design Polo Collar T-shirt,Men,,2835.2799999999997,,1,,No
10151501,Indian Terrain,Indian Terrain Men Red & Navy Blue Slim Fit Striped Smart Casual Shirt,Men,,3134.08,,1,,No
10138793,Indian Terrain,Indian Terrain Boys Red Regular Fit Printed Pure Cotton Casual Shirt,Boys,,1723.08,,1,,No
10137231,Puma,Puma Men White Solid Leader VT Bold Running Shoes,Men,,10039.68,,1,,No
10148923,Indian Terrain,Indian Terrain Men Blue Tapered Fit Self Design Chinos,Men,,3731.68,,1,,No
10136447,bigbanana,bigbanana Plus Size Men Black Solid Polo Collar T-shirt,Men,,2705.7999999999997,,1,,No
10137263,Puma,Puma Unisex Navy Blue Solid Training or Gym Shoes,Unisex,,13276.679999999998,,1,,No
10149615,Indian Terrain,Indian Terrain Men Charcoal Grey Brooklyn Slim Fit Self Design Smart Casual Trousers,Men,,3648.68,,1,,No
10138237,Indian Terrain,Indian Terrain Boys Green & Black Regular Fit Checked Casual Shirt,Boys,,1789.48,,1,,No
10150315,Indian Terrain,Indian Terrain Men Charcoal Grey Brooklyn Slim Fit Printed Chinos,Men,,3980.68,,1,,No
10138051,Libas,Libas Women Blue & Orange Printed Kurta with Trousers,Women,,3582.2799999999997,,1,,No
10138819,Indian Terrain,Indian Terrain Boys Blue & White Regular Fit Checked Cotton Casual Shirt,Boys,,1938.8799999999999,,1,,No
10138011,KazarMax,KazarMax Women Grey Shimmery Slip-On Sneakers,Women,,3316.68,,1,,No
10138349,Indian Terrain,Indian Terrain Boys Pink Regular Fit Checked Pure Cotton Reversible Casual Shirt,Boys,,5308.679999999999,,1,,No
10145409,Jewels Galaxy,Jewels Galaxy Gunmetal-Toned Gold-Plated Stone-Studded Circular Drop Earrings,Women,,1988.6799999999998,,1,,No
10143921,Chkokko,Chkokko Men Coral Orange Solid V-Neck T-shirt,Men,,1540.48,,1,,No
10136161,Indian Terrain,Indian Terrain Boys Black Printed Sweatshirt,Boys,,1490.6799999999998,,1,,No
10138013,KazarMax,KazarMax Women Sea Green Printed Slip-On Sneakers,Women,,3316.68,,1,,No
10138647,Indian Terrain,Indian Terrain Boys Red Regular Fit Printed Casual Shirt,Boys,,1490.6799999999998,,1,,No
10144681,Duke,Duke Men Blue Solid Polo Collar T-shirt,Men,,2141.4,,1,,No
10145319,GAP,GAP Boys Graphic Long Sleeve T-shirt,Boys,,2652.68,,1,,No
10144515,HIGHLANDER,HIGHLANDER Men Blue Solid Denim Jacket,Men,,6636.679999999999,,1,,No
10143775,Chkokko,Chkokko Men Navy Blue Solid Round Neck T-shirt,Men,,1540.48,,1,,No
10138489,Indian Terrain,Indian Terrain Boys Orange Regular Fit Solid Casual Shirt,Boys,,1341.28,,1,,No
10140051,ROMEE,ROMEE Multicoloured Geometric 144 TC Cotton 1 Queen Bedsheet with 2 Pillow Covers,Unisex,,2320.68,,1,,No
10151783,Indian Terrain,Indian Terrain Men Blue & White Slim Fit Checked Smart Casual Shirt,Men,,2984.68,,1,,No
10143395,The Beauty Co.,The Beauty Co. Argan & Baobab Hair Serum 100 ml,Women,,1042.48,,1,,No
10138651,Indian Terrain,Indian Terrain Boys Orange Regular Fit Solid Casual Shirt,Boys,,2088.2799999999997,,1,,No
10143865,Chkokko,Chkokko Men Black Solid Round Neck T-shirt,Men,,1540.48,,1,,No
10139545,Jewels Galaxy,Jewels Galaxy Black Copper-Plated Beaded Multi-Stranded Necklace,Women,,2320.68,,1,,No
10147541,Indian Terrain,Indian Terrain Men Green Solid Polo Collar T-shirt,Men,,2237.68,,1,,No
10137179,Puma,Puma Unisex Navy Blue Vista Suede Sneakers,Unisex,,10952.68,,1,,No
10140005,Knotyy,Knotyy Pack of 2 Unisex Black Self Design Beanie,Men,,1988.6799999999998,,1,,No
10146967,Indian Terrain,Indian Terrain Men Blue Solid Henley Neck T-shirt,Men,,2387.08,,1,,No
10144249,Roadster,Roadster Women Burgundy Printed Round Neck T-shirt,Women,,2320.68,,1,,No
