id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,brandname,image_filename,image_url,price
47369,Women,Accessories,Bags,Mobile Pouch,Grey,Summer,2012,Casual,Baggit Women Grey & Blue Dhamal Mobile Pouch,Baggit,47369.jpg,file://images\47369.jpg,17926.0
17419,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Casio Enticer Women Silver Analogue Watches (A378) LTP-2069D-1AVDF,CASIO,17419.jpg,file://images\17419.jpg,27896.0
38432,Women,Accessories,Bags,Mobile Pouch,Red,Summer,2012,Casual,Baggit Women Red Affair Hoor Mobile Pouch,Baggit,38432.jpg,file://images\38432.jpg,27118.0
40528,Men,Accessories,Watches,Watches,White,Summer,2017,Formal,Titan Men White Dial Watch NB1956YL02,Titan,40528.jpg,file://images\40528.jpg,40859.0
10258,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011,Formal,John Miller Men Line Navy Blue Trousers,John Miller,10258.jpg,file://images\10258.jpg,17698.0
18035,Women,Accessories,Bags,Handbags,Red,Winter,2015,Casual,Lino Perros Women Solid Red Handbag,ID,18035.jpg,file://images\18035.jpg,22651.0
9462,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,John Miller Men White Check Shirt,John Miller,9462.jpg,file://images\9462.jpg,3978.0
17841,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Women City Court White Sports Shoe,Nike,17841.jpg,file://images\17841.jpg,7047.0
16993,Women,Accessories,Belts,Belts,Silver,Summer,2011,Casual,Puma Women Dizzy  Silver Belt,Puma,16993.jpg,file://images\16993.jpg,6347.0
18809,Men,Accessories,Belts,Belts,Olive,Summer,2011,Casual,Peter England Men Casual Olive Belt,Peter England,18809.jpg,file://images\18809.jpg,8672.0
23248,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011,Formal,Arrow Men Formal Brown Shoe,Arrow,23248.jpg,file://images\23248.jpg,15935.0
3964,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,Jealous 21 Women Blue V Neck Party Top,Jealous 21,3964.jpg,file://images\3964.jpg,8805.0
29772,Men,Apparel,Topwear,Shirts,Red,Summer,2012,Casual,Wrangler Men Red Striped Casual Shirt,Wrangler,29772.jpg,file://images\29772.jpg,8220.0
23846,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Men White Galaxy Elite Sports Shoes,ADIDAS,23846.jpg,file://images\23846.jpg,18048.0
9650,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Indigo Nation Men Club Satin Purple Shirt,Indigo Nation,9650.jpg,file://images\9650.jpg,7672.0
54128,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual,Rocia Women Silver Heels,Rocia,54128.jpg,file://images\54128.jpg,13007.0
18207,Men,Accessories,Headwear,Caps,Red,Fall,2011,Casual,Manchester United Men Solid Red Cap,Manchester United,18207.jpg,file://images\18207.jpg,3906.0
35923,Women,Accessories,Bags,Clutches,Brown,Summer,2012,Casual,Peperone Women Brown & Blue Clutch,Peperone,35923.jpg,file://images\35923.jpg,15319.0
26508,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2013,Casual,Arrow Sport Men Brown Trousers,Arrow,26508.jpg,file://images\26508.jpg,15085.0
8782,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Indigo Nation Men Bling PC Purple Shirts,Indigo Nation,8782.jpg,file://images\8782.jpg,8047.0
54914,Women,Apparel,Topwear,Tshirts,Cream,Summer,2012,Casual,Do u speak green Women Printed Cream T-shirt,Do U Speak Green,54914.jpg,file://images\54914.jpg,8650.0
42871,Women,Accessories,Bags,Clutches,Red,Summer,2012,Casual,French Connection Women Red Clutch,French Connection,42871.jpg,file://images\42871.jpg,26790.0
59637,Women,Apparel,Saree,Sarees,Maroon,Fall,2012,Ethnic,FNF Maroon & Green Collection For Wedding Sari,FNF,59637.jpg,file://images\59637.jpg,9314.0
45268,Men,Accessories,Watches,Watches,Orange,Winter,2016,Casual,CASIO G-Shock Men Black Digital Watch G335,CASIO,45268.jpg,file://images\45268.jpg,55465.0
10856,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Wrangler Men Black Polo Tshirts,Wrangler,10856.jpg,file://images\10856.jpg,6468.0
4973,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011,Casual,Gini and Jony Boy's Kangaroo Yellow Kidswear,Gini and Jony,4973.jpg,file://images\4973.jpg,4500.0
38600,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Nike Men Yellow Cave T-shirt,Nike,38600.jpg,file://images\38600.jpg,8041.0
39514,Unisex,Accessories,Bags,Laptop Bag,Black,Winter,2012,Casual,Peter England Unisex Black Laptop Bag,Peter England,39514.jpg,file://images\39514.jpg,36855.0
13429,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011,Casual,United Colors of Benetton Men Printed Maroon Tshirts,United Colors of Benetton,13429.jpg,file://images\13429.jpg,8444.0
43359,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Reebok Men Grey Ultimate Vibe Sports Shoes,Reebok,43359.jpg,file://images\43359.jpg,15565.0
9496,Unisex,Accessories,Bags,Backpacks,Green,Fall,2011,Casual,Puma Unisex Traction Green Backpacks,Puma,9496.jpg,file://images\9496.jpg,36480.0
49663,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,United Colors of Benetton Men Sunglass,United Colors of Benetton,49663.jpg,file://images\49663.jpg,6074.0
19113,Men,Apparel,Topwear,Tshirts,White,Summer,2016,Casual,Campbell Men Pack of 3 Solid Tshirts,ID,19113.jpg,file://images\19113.jpg,3114.0
28654,Unisex,Accessories,Headwear,Caps,Grey,Winter,2012,Casual,Nike Unisex Grey FCB Cap,Nike,28654.jpg,file://images\28654.jpg,7270.0
19321,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,Myntra Men Solid Grey Sweatshirt,ID,19321.jpg,file://images\19321.jpg,7435.0
8776,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Indigo Nation Men Check Me Out Green Shirts,Indigo Nation,8776.jpg,file://images\8776.jpg,3839.0
43957,Women,Footwear,Sandal,Sandals,Grey,Fall,2012,Casual,Puma Women Grey Techno Ind Sandals,Puma,43957.jpg,file://images\43957.jpg,
55832,Women,Apparel,Loungewear and Nightwear,Nightdress,Purple,Summer,2017,Casual,SDL by Sweet Dreams Women White Printed Nightdress,SDL by Sweet Dreams,55832.jpg,file://images\55832.jpg,9807.0
16369,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011,Formal,Peter England Men Solid Grey Trouser,Peter England,16369.jpg,file://images\16369.jpg,15457.0
42885,Women,Accessories,Bags,Clutches,Copper,Summer,2012,Casual,French Connection Women Copper Clutch,French Connection,42885.jpg,file://images\42885.jpg,38374.0
39726,Women,Apparel,Topwear,Shirts,White,Summer,2012,Formal,Arrow Woman White Shirt,Arrow,39726.jpg,file://images\39726.jpg,8554.0
25379,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016,Casual,Levis Men Black & White Innerwear Vest,Levis,25379.jpg,file://images\25379.jpg,4677.0
4987,Women,Apparel,Dress,Dresses,White,Summer,2011,Casual,Gini and Jony Girl's Viveca White Floral Kidswear,Gini and Jony,4987.jpg,file://images\4987.jpg,25613.0
5855,Women,Accessories,Bags,Handbags,White,Summer,2011,Casual,ADIDAS Women Plated Handbag,ADIDAS,5855.jpg,file://images\5855.jpg,35240.0
19745,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,ADIDAS Originals Men Red Polo T-shirt,ADIDAS,19745.jpg,file://images\19745.jpg,9600.0
49035,Women,Accessories,Jewellery,Ring,Silver,Summer,2012,Casual,Lucera Women Silver Ring,Lucera,49035.jpg,file://images\49035.jpg,12661.0
2628,Women,Footwear,Shoes,Flats,Gold,Fall,2010,Casual,Carlton London Women Four Strapped Gold Sandal,Carlton London,2628.jpg,file://images\2628.jpg,17511.0
31913,Women,Accessories,Bags,Handbags,Pink,Summer,2012,Casual,Fabindia Women Pink Sling Bag,Fabindia,31913.jpg,file://images\31913.jpg,37147.0
6288,Unisex,Footwear,Flip Flops,Flip Flops,Red,Summer,2011,Casual,Puma Unisex Matrix Red White Flip Flop,Puma,6288.jpg,file://images\6288.jpg,4516.0
38290,Girls,Apparel,Topwear,Tops,Turquoise Blue,Summer,2012,Casual,Kids Ville Girls Turquoise Blue Top,ID,38290.jpg,file://images\38290.jpg,3450.0
14866,Men,Accessories,Wallets,Wallets,Green,Summer,2011,Casual,United Colors of Benetton Men Solid Green Wallets,ID,14866.jpg,file://images\14866.jpg,3467.0
41258,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Arrow Men Black Wallet,Arrow,41258.jpg,file://images\41258.jpg,4589.0
39342,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Fila Men Zoom Black Shoes,Fila,39342.jpg,file://images\39342.jpg,5667.0
58147,Men,Accessories,Socks,Socks,White,Spring,2014,Sports,PUMA Men Set of 3 White Above Ankle-Length Socks,Puma,58147.jpg,file://images\58147.jpg,1792.0
40984,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys United White T-shirt,Gini and Jony,40984.jpg,file://images\40984.jpg,3798.0
57933,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012,Casual,French Connection Men Grey Melange T-shirt,French Connection,57933.jpg,file://images\57933.jpg,7352.0
36138,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Zoom Hyperenforcer White Sports Shoes,Nike,36138.jpg,file://images\36138.jpg,19722.0
20861,Women,Accessories,Wallets,Wallets,Grey,Fall,2011,Casual,United Colors of Benetton Women Casual Grey Wallet,United Colors of Benetton,20861.jpg,file://images\20861.jpg,3621.0
36904,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fossil Men Black Dial Chronograph Watch JR1353,Fossil,36904.jpg,file://images\36904.jpg,54127.0
7954,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Sports,Puma Men's Knit Polo Mazarine Blue Polo T-shirt,Puma,7954.jpg,file://images\7954.jpg,9144.0
19577,Women,Apparel,Topwear,Tops,Olive,Summer,2011,Casual,United Colors of Benetton Women Solid Olive Top,ID,19577.jpg,file://images\19577.jpg,5108.0
28230,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Playboy Men Ibiza Deo,Playboy,28230.jpg,file://images\28230.jpg,6058.0
15527,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Puma Men Scribble White Tshirts,Puma,15527.jpg,file://images\15527.jpg,4532.0
59608,Women,Apparel,Saree,Sarees,Magenta,Fall,2012,Ethnic,FNF Magenta & Gold Collection for Wedding Sari,FNF,59608.jpg,file://images\59608.jpg,11087.0
21712,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fossil Men Black Dial Watch ME1099,Fossil,21712.jpg,file://images\21712.jpg,38824.0
4170,Women,Footwear,Shoes,Sports Shoes,Yellow,Winter,2011,Sports,Reebok Women Zig Sonic Yellow and Grey Sports Shoes,Reebok,4170.jpg,file://images\4170.jpg,8759.0
45257,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Casio Edifice Men Silver Analogue Watches (ED446) EF-131D-7AVDF,CASIO,45257.jpg,file://images\45257.jpg,54764.0
10869,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Wrangler Men Fly The Wind White T-Shirts,Wrangler,10869.jpg,file://images\10869.jpg,6560.0
2287,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Nike Men White T-shirt,Nike,2287.jpg,file://images\2287.jpg,6740.0
48548,Women,Accessories,Belts,Belts,Maroon,Summer,2012,Casual,Wrangler Women Maroon Belt,Wrangler,48548.jpg,file://images\48548.jpg,7685.0
54117,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Rocia Women Brown Flats,Rocia,54117.jpg,file://images\54117.jpg,8153.0
18238,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Manchester United Men Printed White Tshirt,Manchester United,18238.jpg,file://images\18238.jpg,4274.0
26537,Men,Footwear,Shoes,Casual Shoes,Blue,Winter,2015,Casual,ID Men Blue Shoes,ID,26537.jpg,file://images\26537.jpg,14199.0
12702,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Nike Women Capri White Casual Shoes,Nike,12702.jpg,file://images\12702.jpg,11353.0
23045,Women,Apparel,Bottomwear,Leggings,Black,Fall,2011,Casual,Arrow Woman Black Printed Jeggings,Arrow,23045.jpg,file://images\23045.jpg,5814.0
6627,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,ADIDAS Men's Morin Black Shoe,ADIDAS,6627.jpg,file://images\6627.jpg,13721.0
22197,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Timberland Men Brown Casual Shoes,Timberland,22197.jpg,file://images\22197.jpg,15646.0
51465,Women,Apparel,Dress,Dresses,Teal,Summer,2012,Casual,Tonga Women Teal Dress,Tonga,51465.jpg,file://images\51465.jpg,20950.0
3167,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women Main Draw White Blue Shoe,Nike,3167.jpg,file://images\3167.jpg,5454.0
26705,Women,Footwear,Shoes,Flats,Black,Fall,2011,Casual,Nike Women Black Tenkay Shoes,Nike,26705.jpg,file://images\26705.jpg,16023.0
12530,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Puma Women Stripes Blue Tshirts,Puma,12530.jpg,file://images\12530.jpg,7962.0
18836,Men,Accessories,Belts,Belts,Black,Summer,2011,Casual,Peter England Men Classic Black Belt,Peter England,18836.jpg,file://images\18836.jpg,5691.0
6415,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2011,Casual,Lotto Unisex Canvas Purple Yellow Shoe,Lotto,6415.jpg,file://images\6415.jpg,8833.0
47732,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Murcia Women Brown Handbag,Murcia,47732.jpg,file://images\47732.jpg,30591.0
17042,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2013,Sports,GAS Men Grey Skate 002 Shoes,Gas,17042.jpg,file://images\17042.jpg,10480.0
23277,Men,Accessories,Watches,Watches,Blue,Winter,2016,Casual,Maxima Ssteele Men Blue Watch,Maxima Ssteele,23277.jpg,file://images\23277.jpg,33613.0
51657,Men,Accessories,Watches,Watches,Blue,Winter,2016,Casual,Fossil Men Blue Chronograph Watch CH2694,Fossil,51657.jpg,file://images\51657.jpg,42836.0
16190,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2011,Sports,Puma Men Heroes Navy Blue Jackets,Puma,16190.jpg,file://images\16190.jpg,7105.0
35312,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,Fabindia,35312.jpg,file://images\35312.jpg,48662.0
4342,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Fila Men's Phoenix Black White Shoe,Fila,4342.jpg,file://images\4342.jpg,8239.0
15715,Women,Footwear,Shoes,Casual Shoes,Purple,Fall,2011,Casual,Nike Women Sweet Classic High Purple Casual Shoes,Nike,15715.jpg,file://images\15715.jpg,9150.0
21520,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Kiara Women Classic Black Handbag,Kiara,21520.jpg,file://images\21520.jpg,19053.0
53100,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Casual,Fabindia Silver Earrings,Fabindia,53100.jpg,file://images\53100.jpg,37309.0
45859,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Vishudh Women Multi Coloured Kurta,Vishudh,45859.jpg,file://images\45859.jpg,7820.0
40517,Men,Accessories,Watches,Watches,Cream,Winter,2016,Casual,Titan Men Cream Dial Watch,Titan,40517.jpg,file://images\40517.jpg,42332.0
10267,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Clarks Men Rocco Fuse Black Leather Black Casual Shoes,Clarks,10267.jpg,file://images\10267.jpg,18818.0
3503,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Spring,2013,Casual,ADIDAS Men Navy Blue Sandals,ADIDAS,3503.jpg,file://images\3503.jpg,
26361,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Arrow Woman Blue Top,Arrow,26361.jpg,file://images\26361.jpg,3348.0
12154,Women,Apparel,Bottomwear,Leggings,Black,Fall,2011,Ethnic,Aurelia Women Solid Black Leggings,ID,12154.jpg,file://images\12154.jpg,6823.0
54741,Unisex,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Vans Unisex Grey Shoes,Vans,54741.jpg,file://images\54741.jpg,9985.0
13086,Unisex,Footwear,Shoes,Casual Shoes,Gold,Fall,2011,Casual,Timberland Unisex Casual Gold Casual Shoes,Timberland,13086.jpg,file://images\13086.jpg,7855.0
9039,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2011,Formal,Buckaroo Men Victor Black Formal Shoes,Buckaroo,9039.jpg,file://images\9039.jpg,10379.0
30204,Unisex,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Nike Unisex Black Track Tote Bag,Nike,30204.jpg,file://images\30204.jpg,37558.0
12968,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Men Allegra White Sports Shoes,ADIDAS,12968.jpg,file://images\12968.jpg,12713.0
47356,Women,Accessories,Bags,Clutches,Brown,Summer,2012,Casual,Baggit Women Brown Affair Hoor Purse,Baggit,47356.jpg,file://images\47356.jpg,24367.0
9805,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,John Miller Men Black Checks Shirts,John Miller,9805.jpg,file://images\9805.jpg,3400.0
17426,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,CASIO Edifice Men White Dial Watch ED309,CASIO,17426.jpg,file://images\17426.jpg,62903.0
23613,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Nike Fragrances Women Magic Passion Perfume 150 ml,Nike,23613.jpg,file://images\23613.jpg,6713.0
20096,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Diva Women Printed White Kurta,Diva,20096.jpg,file://images\20096.jpg,7119.0
4726,Boys,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Disney Kids Boy's Regatta Annual White Teen Kidswear,ID,4726.jpg,file://images\4726.jpg,8194.0
45401,Women,Footwear,Shoes,Flats,Grey,Winter,2012,Casual,Rocia Women Grey Sandals,Rocia,45401.jpg,file://images\45401.jpg,8559.0
39987,Men,Footwear,Shoes,Casual Shoes,Blue,Spring,2013,Casual,Gas Men Europa Blue Shoes,Gas,39987.jpg,file://images\39987.jpg,14435.0
15371,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011,Casual,Urban Yoga Women Solid Purple Sweatshirts,ID,15371.jpg,file://images\15371.jpg,3505.0
21144,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,s.Oliver Women Solid White Top,ID,21144.jpg,file://images\21144.jpg,6424.0
33481,Women,Accessories,Belts,Belts,Purple,Summer,2012,Casual,Baggit Women Baaz Sandwichtost Purple Belt,Baggit,33481.jpg,file://images\33481.jpg,6823.0
10603,Unisex,Accessories,Headwear,Caps,Grey,Fall,2011,Sports,Nike Unisex Tennis Grey Caps,Nike,10603.jpg,file://images\10603.jpg,4613.0
56016,Women,Personal Care,Lips,Lipstick,Orange,Spring,2017,Casual,Colorbar Soft Touch Citrine Lipstick 040,Colorbar,56016.jpg,file://images\56016.jpg,638.0
32553,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013,Casual,Playboy Men Brown Shoes,Playboy,32553.jpg,file://images\32553.jpg,15545.0
21978,Women,Accessories,Bags,Handbags,Olive,Winter,2015,Casual,Murcia Women Casual Olive Handbag,Murcia,21978.jpg,file://images\21978.jpg,19540.0
14091,Women,Apparel,Topwear,Sweaters,Peach,Fall,2011,Casual,Flying Machine Women Solid Peach Sweaters,ID,14091.jpg,file://images\14091.jpg,8488.0
53756,Unisex,Accessories,Bags,Laptop Bag,Black,Spring,2013,Casual,Puma Unisex Black Laptop Sleeve,Puma,53756.jpg,file://images\53756.jpg,28941.0
21376,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Manchester United Men Printed Green T-shirt,Manchester United,21376.jpg,file://images\21376.jpg,9715.0
4514,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Puma Men's Tarun White Navy Silver Red Shoe,Puma,4514.jpg,file://images\4514.jpg,9271.0
24604,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011,Ethnic,Vishudh Women Brown Printed Kurta,Vishudh,24604.jpg,file://images\24604.jpg,3774.0
56224,Men,Apparel,Loungewear and Nightwear,Night suits,Grey,Summer,2016,Casual,SDL by Sweet Dreams Men Grey Pyjama Set,SDL by Sweet Dreams,56224.jpg,file://images\56224.jpg,4030.0
26153,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012,Formal,John Miller Men Striped Black Trousers,John Miller,26153.jpg,file://images\26153.jpg,10678.0
29927,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Police Men Grey Dial Chronograph Watch PL12880JS-02M,Police,29927.jpg,file://images\29927.jpg,59042.0
30036,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,SKAGEN DENMARK Women White Mother of Pearl Dial Watch 107SSCS,Skagen,30036.jpg,file://images\30036.jpg,52141.0
48910,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual,Lucera Women Silver Pendant with Chain,Lucera,48910.jpg,file://images\48910.jpg,20619.0
47164,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Peter England Men Brown Belt,Peter England,47164.jpg,file://images\47164.jpg,6252.0
49238,Men,Accessories,Headwear,Caps,Black,Fall,2012,Casual,Arrow Men Black Cap,Arrow,49238.jpg,file://images\49238.jpg,4525.0
19548,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,2011,Casual,United Colors of Benetton Men Solid Purple Sweatshirt,ID,19548.jpg,file://images\19548.jpg,5978.0
22735,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,Nike Women Grey Lunarswift +3 Sports Shoes,Nike,22735.jpg,file://images\22735.jpg,12655.0
8923,Men,Accessories,Belts,Belts,White,Winter,2012,Casual,Puma Men White Belt,Puma,8923.jpg,file://images\8923.jpg,6087.0
34650,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Fila Women Top Fuel Black Sports Shoes,Fila,34650.jpg,file://images\34650.jpg,14402.0
20062,Women,Accessories,Headwear,Caps,Purple,Fall,2011,Casual,United Colors of Benetton Women Solid Purple Cap,ID,20062.jpg,file://images\20062.jpg,3254.0
58178,Women,Accessories,Bags,Handbags,Grey,Summer,2012,Casual,Rocky S Women Grey Handbag,Rocky S,58178.jpg,file://images\58178.jpg,37417.0
5600,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports,Reebok Men's Trail Mud Slinger Black Blue Shoe,Reebok,5600.jpg,file://images\5600.jpg,13186.0
15385,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2013,Casual,Fila Men Hawai Blue Flip Flops,Fila,15385.jpg,file://images\15385.jpg,1277.0
39973,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2014,Casual,Gas Men Brown Lear Shoes,Gas,39973.jpg,file://images\39973.jpg,5572.0
33475,Women,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Baggit Women Capture Jassy Brown Belt,Baggit,33475.jpg,file://images\33475.jpg,4903.0
59896,Women,Apparel,Dress,Dresses,Multi,Fall,2012,Casual,Femella Women Multi Coloured Dress,Femella,59896.jpg,file://images\59896.jpg,37242.0
44715,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2012,Casual,Lotto Men Navy Blue Flip Flops,Lotto,44715.jpg,file://images\44715.jpg,4637.0
5432,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Nike Men's Cruiser Run The City Blue T-shirt,Nike,5432.jpg,file://images\5432.jpg,8908.0
20250,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Wrangler Men Music Grey Tshirt,Wrangler,20250.jpg,file://images\20250.jpg,5993.0
21382,Men,Apparel,Bottomwear,Shorts,White,Fall,2011,Casual,Manchester United Men Solid White Shorts,Manchester United,21382.jpg,file://images\21382.jpg,13027.0
36335,Men,Accessories,Socks,Socks,White,Summer,2016,Casual,Playboy Men White and Red Socks,Playboy,36335.jpg,file://images\36335.jpg,2280.0
57302,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Wedges,Rocia,57302.jpg,file://images\57302.jpg,14507.0
14859,Women,Accessories,Wallets,Wallets,Black,Summer,2011,Casual,United Colors of Benetton Women Solid Black Wallets,ID,14859.jpg,file://images\14859.jpg,5562.0
33647,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Lotto Men Ridge Black Sandals,ID,33647.jpg,file://images\33647.jpg,
41267,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Arrow Men Black Wallet,Arrow,41267.jpg,file://images\41267.jpg,5647.0
25722,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Wrangler Men Canvas Brown Belt,Wrangler,25722.jpg,file://images\25722.jpg,6289.0
12392,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016,Formal,Reid & Taylor Men Solid  Navy Blue Socks,Reid & Taylor,12392.jpg,file://images\12392.jpg,2908.0
31110,Boys,Apparel,Bottomwear,Jeans,Grey,Summer,2012,Casual,Gini and Jony Boys Washed Grey Jeans,Gini and Jony,31110.jpg,file://images\31110.jpg,23407.0
2617,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Nike Mens Red Bleed Blue T-shirt,Nike,2617.jpg,file://images\2617.jpg,5315.0
43530,Women,Apparel,Topwear,Tops,Orange,Summer,2012,Casual,French Connection Women Orange Top,French Connection,43530.jpg,file://images\43530.jpg,5769.0
13240,Men,Apparel,Topwear,Jackets,White,Fall,2011,Casual,Palm Tree Kids Boys Solid White Jackets,ID,13240.jpg,file://images\13240.jpg,7649.0
16732,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,2011,Casual,Lotto Men Earth Brown Slipper,Lotto,16732.jpg,file://images\16732.jpg,4251.0
34462,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2012,Casual,ADIDAS Unisex Black Laptop Sleeve,ADIDAS,34462.jpg,file://images\34462.jpg,30685.0
39719,Women,Apparel,Topwear,Tops,Beige,Summer,2012,Casual,Arrow Woman Beige Top,Arrow,39719.jpg,file://images\39719.jpg,5299.0
25346,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,Levis Men Black  Brief,Levis,25346.jpg,file://images\25346.jpg,2123.0
2273,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports,Nike Mens Red Polo T-shirt,Nike,2273.jpg,file://images\2273.jpg,4940.0
42086,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men Mars White Sports Shoes,ADIDAS,42086.jpg,file://images\42086.jpg,9048.0
8749,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Indigo Nation Men Stripes Shirt Purple Shirts,Indigo Nation,8749.jpg,file://images\8749.jpg,4718.0
34006,Girls,Apparel,Topwear,Tops,Purple,Summer,2012,Casual,Gini and Jony Girls Purple Top,Gini and Jony,34006.jpg,file://images\34006.jpg,5791.0
7701,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Jealous 21 Women's She's Attitude Scarlet Pink T-shirt,Jealous 21,7701.jpg,file://images\7701.jpg,3030.0
